sample_id	intrahepatic_cholangiocyte	macrophage	monocyte	nk_cell	hepatocyte	neutrophil	ionocyte_luminal_epithelial_cell_of_mammary_gland	ciliated_cell_lung_ciliated_cell	mucus_secreting_cell_secretory_cell_tracheal_goblet_cell	respiratory_goblet_cell_respiratory_mucous_cell_serous_cell_of_epithelium_of_trachea	fibroblast_mesenchymal_stem_cell	plasma_cell	endothelial_cell	mast_cell	basal_cell	smooth_muscle_cell	b_cell	platelet	erythrocyte_erythroid_progenitor	basophil	hematopoietic_stem_cell	t_cell	innate_lymphoid_cell	stromal_cell	mature_conventional_dendritic_cell	adventitial_cell	acinar_cell_of_salivary_gland_myoepithelial_cell	duct_epithelial_cell_serous_cell_of_epithelium_of_bronchus	pericyte_cell	ciliated_epithelial_cell_epithelial_cell_of_uterus	microglial_cell	melanocyte	myeloid_progenitor	cardiac_muscle_cell	pancreatic_stellate_cell	pancreatic_ductal_cell	pancreatic_acinar_cell	pancreatic_alpha_cell_pancreatic_beta_cell	basal_cell_of_prostate_epithelium	luminal_cell_of_prostate_epithelium	club_cell_of_prostate_epithelium_hillock_cell_of_prostate_epithelium_hillock.club_cell_of_prostate_epithelium	salivary_gland_cell	medullary_thymic_epithelial_cell	immature_enterocyte_intestinal_crypt_stem_cell_intestinal_crypt_stem_cell_of_small_intestine_transit_amplifying_cell_of_large_intestine	enterocyte_of_epithelium_of_large_intestine_enterocyte_of_epithelium_of_small_intestine_intestinal_crypt_stem_cell_of_large_intestine_large_intestine_goblet_cell_mature_enterocyte_paneth_cell_of_epithelium_of_large_intestine_small_intestine_goblet_cell	intestinal_enteroendocrine_cell_paneth_cell_of_epithelium_of_small_intestine_transit_amplifying_cell_of_small_intestine	intestinal_tuft_cell	type_ii_pneumocyte	cell_of_skeletal_muscle	keratinocyte	schwann_cell	tendon_cell	mesothelial_cell	bladder_urothelial_cell	plasmablast	kidney_epithelial_cell	goblet_cell	club_cell_type_i_pneumocyte	pulmonary_ionocyte	pancreatic_pp_cell	pancreatic_delta_cell	duodenum_glandular_cell	thymocyte
cfrna_kd_100	0.0146945645181353	0.000395123329977812	0.059495656785272	0.118550893967752	0.0285078267962708	0.0288863186513281	0.00118615188624097	0.00838804124198909	8.5864441320396e-05	0.000114101311957952	0.00295558379068085	0.00156544633584319	0.120009816021902	0.000438900152318443	0.00124238729351612	0.0152403192932706	0.0913830054899732	0.096757591786293	0.00085539102618437	0.00640596999913543	0.0738321662477108	0.000432245036168227	0.00091059786874388	0.00217197822326583	0.0249618112947848	0.000546533957421288	0.000264631441145718	0.00017807448208317	0.00306724036167645	0.00173141331998097	0.000875117097136641	0.00271044057127026	0.141154350669302	0.00437584252119824	0.00249465036047564	0.0020502759405789	0.000304032670848916	0.00301791718893473	0.000688221039372925	0.00118882717437652	0.000778630566737597	0.000733112221554663	0.000217433695779814	0.000615665295034664	0.00402138747264884	0.000352934736991411	0.0593680896134119	0.00251158918102232	0.000387984792412578	0.000106410046961911	0.0125793726641002	0.00108013527504349	0.000279111602820001	0.000604467450507803	0.00415950461637791	0.00658134644406299	0.000179229837221363	0.000189475919749306	0.00202050792352265	0.00466134107737386	0.000172114471829867	9.89520163420357e-05	0.0341858814926546
cfrna_kd_101	0.00286942845820631	0.0527432092131941	0.0190061069579179	0.33249606630278	0.00561711900592969	0.0096264273953932	5.83987111008954e-05	0.00680218818430942	5.60329328252593e-05	8.24427447182103e-05	0.000899412940962457	0.00183243682869767	0.0303994341654896	0.000146534974710043	0.00104804679364929	0.00116175918231731	0.00734851997576687	0.00328600907416292	0.00475552213997283	0.000124035470288341	0.00306861448792742	8.82386518776225e-05	0.000152878411744346	0.000666156151113421	0.0231020347064388	0.000170417828123679	0.00011772181432047	6.69160381315616e-05	0.00603796164904787	0.002627614214594	8.78947821752934e-05	0.0123081400906917	0.261966329096407	0.00495058145802018	0.000593498151652889	0.00101605928004856	0.000199859123995009	0.00200752473508086	0.000229834992673038	0.000340548469035153	0.000230039340934917	0.000326551748358173	0.000141446901695376	0.00291334843450968	0.0038589884675807	0.000176359508216744	0.0282710943633651	0.000487157176473293	5.84413380269409e-05	3.36462975158972e-05	0.00108738792358085	0.00103463453054895	0.000713857729573258	0.000701655352727413	0.124596378444935	0.00546091443885327	0.000102757703527866	6.25873221784688e-05	0.00167244658408405	0.00256308700295364	0.000109980444709076	0.000149087125609114	0.0250901962345512
cfrna_kd_102	0.000380029045830571	0.00364637705559803	0.100127218125125	0.136896887273728	0.00280023128465999	0.00972350722022175	0.000187435564589236	0.00108478775197111	0.000179048852455234	0.000167929451489723	0.000230990601331298	0.00333547364002238	0.0764448634747414	0.000368475535278317	0.000169542225068782	0.000188728033054139	0.0817707493296015	0.00366497976258682	1.22119891792993e-05	0.000300771091834006	0.00623286408054054	0.000209608611470945	0.00018250396212205	0.000184449556756949	0.022197495949451	0.000448208421591073	0.000117213377226493	0.000167985009961	0.00107626650275683	0.00788270042223101	0.000293233600011448	0.000390532988383452	0.304134241509205	0.000875201351290354	0.00237006080946582	0.000186301641823367	5.11181023860778e-05	0.000312570760132494	0.000110644382258743	0.000279216941857378	0.000103807897247778	0.000136614105868933	5.80907575662779e-05	0.000252425245897781	0.000471331822084998	0.000295189871130475	0.0319920203216628	0.000124937459576727	0.00051685589941044	0.000196362922968295	0.000379186425740338	0.000175418493041239	0.000193658404507245	0.000101819236732452	0.126035985458627	0.000748522146948775	0.000117840800389873	0.000283284413153157	0.000660566974107407	0.000362266771527959	0.000124638808940696	2.91703540150627e-05	0.067257350119565
cfrna_kd_107	0.00759619416615332	0.00536212360085527	0.0244241499666137	0.108720182962431	0.000257338531837784	5.14908348952754e-05	4.72958015027542e-05	7.1278936804613e-05	5.57280583977029e-05	3.9429198674731e-05	0.000158369393533712	0.000169347199851291	0.218729343089401	9.03265830014638e-05	0.00015032654306208	0.0063359484722609	0.106562422388858	0.125354525028342	1.33048598343934e-05	0.000340973700805316	0.000178034570032298	0.000125990447541522	0.000934511884662755	9.08455492075316e-05	0.0148904571007774	0.000272440145919101	5.51497820648589e-05	5.55914998362113e-05	0.00015214430271013	6.95734433300011e-05	5.19151444116409e-05	0.000218817980407986	0.235199994219945	0.00101675503552402	0.000588514806769682	0.00011568424193389	2.51573343504152e-05	3.53683991848504e-05	8.81928189851644e-05	2.90318028824839e-05	0.000102862341240987	5.106315797483e-05	0.000209596245296387	0.000251048700050087	8.28125847614686e-05	8.27453332737938e-05	0.0286773058537033	4.60469050941653e-05	0.000450334926740436	2.36542755695855e-05	0.00533837944164441	5.89050756869951e-05	0.000483913803995422	6.45479652291106e-05	0.0142140669597885	0.000164998893355671	4.93091065048241e-05	6.30571351176322e-05	6.86648467125444e-05	0.000129660265792368	0.000133718140069143	2.20620936795561e-05	0.090506976121125
cfrna_kd_108	0.000491565394684337	6.10445328398631e-05	0.0808687550778633	0.0789509701489761	0.000219068225934096	0.0566320855014322	4.40346399293254e-05	6.66172749341222e-05	8.50331093508831e-05	5.95192418898513e-05	8.3147917130292e-05	0.000213844441615719	0.114742905758312	0.000275176825403965	0.000139219412994491	0.000578485396284976	0.14685340965107	0.0969751852515955	0.00970492324029121	0.000115940847899471	0.00159150510334519	0.000431315328552492	0.00112290284352799	7.72072166886027e-05	0.0095459446672488	0.000133272058229219	6.43864939362891e-05	7.37381796151691e-05	0.000214484798150625	5.9253405298856e-05	9.44818472458596e-05	0.0021904004457557	0.222928956761721	0.000172028507834078	0.00034719490750456	8.21322773209038e-05	4.69112865170516e-05	4.37069794128923e-05	0.000122718889518181	2.93862677144999e-05	0.000171066013104432	7.35978578483914e-05	7.1140488287086e-05	0.00013536416598626	4.40243421554849e-05	6.19936110332902e-05	0.0315491159171099	0.000131785843236452	0.000588055194344114	8.99295315828015e-05	0.00425062586088279	0.000172431589528211	5.77659666859746e-05	0.000120240258985312	0.0355018396621228	0.000260333215064068	6.6728707500229e-05	0.000124263158427444	5.20963066278962e-05	0.000489314183083065	6.10254604512636e-05	2.28628097264726e-05	0.0993715397006575
cfrna_kd_109	0.000685857529645867	0.000643205770036817	0.0750180763066957	0.138378561716602	0.000839821389150874	0.00725786936240003	0.000115475929897066	0.000118665982762577	0.000207966932766955	0.000105707512312306	0.000125073615304512	0.00142037688209992	0.12765680305751	0.000109180379511934	5.21207922527271e-05	0.00717207719052733	0.132880582669101	0.0561475096572728	0.000539040225335319	0.000171555133611318	0.0662784861667364	0.000266920769321909	0.00146770877894471	0.000154152659069292	0.00941487167907035	0.000522985935988787	0.000110121071890112	8.13344708026399e-05	0.000218149065270449	9.18025843837301e-05	0.000528651517685072	0.00153575667056741	0.230582413046851	0.000143371333183613	0.000564703762420075	0.000209554050447953	5.59260878984944e-05	4.47484506412168e-05	0.000140145333806922	4.08851221524209e-05	0.000102266941525708	6.90132003808357e-05	0.000129976299319429	0.000759097452214062	6.19693192298729e-05	0.000119204500166753	0.0301814309279733	0.000186958519459319	0.000240844957823061	2.95339307282748e-05	0.000916806059150002	0.000111997507593589	0.000170076831743582	0.000131468201224199	0.0091829162632573	0.000112975459159228	6.6387259130867e-05	9.23237225990314e-05	0.000254133405947345	0.0003768721658302	6.46058199215392e-05	2.7184362059029e-05	0.0945137403016328
cfrna_kd_110	8.42447453298647e-05	0.000224953721852182	0.0474818742577069	0.12333611105294	5.00129953006961e-05	0.00068257789663979	4.76207829673762e-05	0.000101416838460898	5.44186302145359e-05	4.79161727394304e-05	6.86350339798907e-05	0.000341735595368362	0.185865164605888	9.08212162413131e-05	5.84132464934847e-05	0.000982696776749709	0.237224473329086	0.10942983656586	0.000147131416686517	0.000245988731175701	0.0230429021591662	0.000200863752785439	0.000415128204492186	6.28064021133212e-05	0.0178189097302235	0.00011619837157683	7.83515473548514e-05	5.03939323477209e-05	0.000412884915128973	0.000102593796919461	0.000201054019261579	0.000284124015657218	0.150924666791884	0.000185978203188792	0.000167131777985467	9.97378965654993e-05	3.55844943788117e-05	5.47364797697766e-05	6.57653662249784e-05	4.46532435558046e-05	6.7976240095064e-05	5.9731953911425e-05	7.39894214753993e-05	7.7880691920063e-05	0.000127316748147633	6.5462465604312e-05	0.0312924787576177	5.59600563490765e-05	0.000200617775359627	2.92619031983433e-05	0.005652147213217	5.52275561622384e-05	4.30638214424108e-05	8.03191886362169e-05	0.00025205307857705	9.26579256456625e-05	5.29661415261967e-05	7.10196639788224e-05	5.68782152512767e-05	7.45134643419843e-05	6.47619324641213e-05	3.42340732828896e-05	0.060488972999536
cfrna_kd_111	2.52929129785359e-05	1.8016782000509e-05	0.0637504446095734	0.100815613834076	1.36848097957817e-05	0.0254761453832314	3.00844900634671e-05	5.47058470972222e-05	1.56274255247782e-05	1.0428009030926e-05	5.92323580136867e-05	4.21397558515457e-05	0.0845427771542337	3.41443453013254e-05	1.41255635360066e-05	0.000151229795729091	0.274041652288137	0.200389772764603	6.31806733224648e-06	8.06649293854028e-05	0.000222403481826145	6.85256744787413e-05	0.000372536902983115	3.56475675631174e-05	0.0119794681003019	3.68901435045031e-05	2.27740908194451e-05	2.07328261476268e-05	3.46147165859902e-05	2.45624879959543e-05	2.41395564621738e-05	3.57368137121317e-05	0.132422390559597	8.11135772618539e-05	4.33586752052709e-05	4.98365219255944e-05	1.94598289962252e-05	1.52945813631558e-05	3.16301895752076e-05	4.1905201417147e-05	2.40648051280728e-05	2.27783972038995e-05	9.33933539958577e-05	4.195453792299e-05	1.44936272574531e-05	2.24746739907728e-05	0.0252057020919697	1.87622148799451e-05	0.000555515087237917	6.07428003930514e-06	9.25788296925895e-05	2.36391986182742e-05	7.44119135861966e-05	1.76351630595983e-05	0.000263057632840678	3.60872919331576e-05	1.73081045696282e-05	1.36408874113068e-05	3.96755559442281e-05	5.45526074659336e-05	2.42822302407637e-05	5.96329011809231e-06	0.0781768316016767
cfrna_kd_112	0.000166336939574156	6.72382532085209e-05	0.0149730357807573	0.035569215265767	2.97909641267318e-05	0.00223523867188322	2.43192769713699e-05	9.05948718620565e-05	6.56026918397946e-05	1.86724761973785e-05	1.54890395285418e-05	0.000280862488913935	0.0504354297002478	5.60285390430197e-05	7.19994670977827e-06	0.000100065076899726	0.0840691393183192	0.630481632067629	2.23485955591604e-06	2.80031894711976e-05	0.00334647529637869	0.000358180532580444	0.000242168873317822	1.26701335126336e-05	0.00325072389609414	1.13418510243258e-05	2.09624896399842e-05	1.2590908666779e-05	3.63629885857445e-05	3.91933919827209e-05	4.95293147129873e-05	1.59899799526578e-05	0.111122009726771	3.9069065271838e-05	3.38103665805899e-05	4.0541570754191e-05	7.32591727596964e-06	1.83920920919535e-05	1.92372161277769e-05	5.47667951858671e-05	1.07885538064311e-05	1.19988980085067e-05	2.66760198433326e-05	1.61465459022636e-05	1.46125995178551e-05	1.89036202458387e-05	0.0406851535094721	1.09156673804311e-05	0.000520131405502429	4.17682196034196e-06	3.50083630197247e-05	1.03898830741967e-05	1.23856263024076e-05	1.50325342764595e-05	0.00795499299918869	2.96110588358932e-05	1.98992669892271e-05	5.65655092754189e-05	2.86506730785893e-05	0.000112279652957781	1.95251790143894e-05	4.32625087205299e-06	0.012934357536462
cfrna_kd_113	0.000311509297851919	7.63109576548813e-05	0.00909368418861781	0.0725936080691318	0.000116773590384942	0.000104325166717103	0.000147426753788395	0.000254308302362264	9.13736678652127e-05	5.31244101064862e-05	0.000102521911742697	0.000175141106430279	0.0536457527923083	0.000154895887427397	0.000148964276351711	0.000323384469835667	0.115093219323056	0.521595478747281	0.00157139109556934	0.000173640364667833	0.000534055714852847	0.00115106256624731	0.0329090391263361	7.21024208627403e-05	0.00378392629887882	7.54734832192585e-05	0.000107237558642556	0.000109133928124213	0.000156223431829873	0.000133666411949679	0.000119005775875045	0.000139791561787721	0.091457579837517	0.000256016715657632	0.000143379768454611	0.000144835245983368	6.41204530899824e-05	0.000108955403392018	0.000157837824779592	0.000202419856130638	0.000123615508536514	0.000100747039652261	0.000343095944920993	0.00016525569213582	0.000146373943887555	8.3256001831777e-05	0.0345769251190158	0.000180543553571638	0.000424318013373385	4.13890971912072e-05	0.000954663111537332	7.95078245078549e-05	0.000110320679594961	0.000106948424153602	0.000173869571349186	0.000305908352501312	0.000102068961066304	6.79492256349301e-05	0.000129049524049277	0.000116351573358746	6.80389691057209e-05	3.05755815598994e-05	0.053916530524702
