gene_id,mean_padj,mean_FC
ENSG00000000938.13,2.0697361547012e-07,-1.233469019852
ENSG00000002933.9,0.000538613385327538,-2.51867505702552
ENSG00000003400.15,4.16086940208105e-05,-1.03681984697758
ENSG00000003436.16,1.0632637947598e-05,1.79221654257886
ENSG00000003756.17,7.99122355780239e-08,0.895661330764359
ENSG00000004142.12,3.54665297462267e-05,-0.99830306283016
ENSG00000004455.17,1.07677498643185e-05,-0.976011892978971
ENSG00000004468.13,0.00728913657462616,-1.25605408538841
ENSG00000004478.8,0.000217316493575985,-1.39198914083184
ENSG00000004779.10,0.000835623832945668,-0.950608167187853
ENSG00000004897.12,0.00101828442886517,0.544637096970319
ENSG00000005156.12,0.0153168882089771,-0.604046889313081
ENSG00000005175.10,0.0047608759566108,0.542300908387571
ENSG00000005483.21,0.00120554201641832,0.431504803827457
ENSG00000006007.12,0.0211072965285068,0.546440752017529
ENSG00000006534.16,1.91763646284069e-05,-1.36259571133814
ENSG00000006625.18,5.63770009486761e-06,-1.97867369997917
ENSG00000006652.15,0.0189168090624373,1.07434306603079
ENSG00000006712.15,0.000271891827434433,-0.7312257439127
ENSG00000007341.19,0.000211712265335957,1.42083341001801
ENSG00000007944.15,0.000339734507958203,-0.90603422491716
ENSG00000007968.7,0.0242938586957009,-0.872409351754126
ENSG00000008130.15,3.85453589706948e-06,-1.10007092661917
ENSG00000008324.12,0.0171929682582809,-0.968892308329798
ENSG00000008382.16,0.00185307796569196,-0.836207850536503
ENSG00000009954.11,0.0076759102093357,-0.415927522718038
ENSG00000010030.14,0.00307230658131291,-2.55875606947775
ENSG00000010256.11,1.62307247093678e-05,-1.00623962793474
ENSG00000010292.13,1.64923864704365e-05,-1.02836543147728
ENSG00000010318.21,3.84936638062958e-05,1.30500490207941
ENSG00000011007.12,8.93294202112917e-07,-0.804785517370721
ENSG00000011009.11,0.0264491268293635,-0.637339057817781
ENSG00000011304.22,0.00673034543282668,-0.42508172975068
ENSG00000011426.11,0.00777797348754242,-1.09647091168021
ENSG00000011485.15,0.000896999115445292,-0.835753010517363
ENSG00000012779.11,0.00514827765191053,-1.17786829915443
ENSG00000012963.15,0.00465973938958071,-0.891760023595113
ENSG00000012983.12,0.00532256539409368,0.815113954785604
ENSG00000013275.8,0.000333756356374706,-0.71296646395557
ENSG00000013364.19,8.2400733125743e-06,-1.18756943326788
ENSG00000014641.21,0.00160688689948969,-0.787236615774337
ENSG00000018510.18,0.000648116378675407,-0.765865120807848
ENSG00000020577.14,0.000484256955674581,-1.04834508884674
ENSG00000020922.13,0.00833884671137572,0.489829661277161
ENSG00000021574.13,0.000469820286660848,0.74985040732275
ENSG00000021762.20,5.2693869666343e-05,-1.3556222913162
ENSG00000022567.10,0.0007327898231294,1.07417193992222
ENSG00000023191.17,0.00168535279932492,-0.710859286158209
ENSG00000023287.13,0.000158204325753665,-0.566759376394685
ENSG00000023608.5,0.0160622203435981,0.809504278639292
ENSG00000023902.14,0.0223216580435217,0.519648077285702
ENSG00000025293.17,0.00650510455662291,0.346423090285392
ENSG00000025434.19,0.000946748220991539,-1.6486795386061
ENSG00000025708.14,0.00014942828971186,-1.6975518513862
ENSG00000025772.8,0.0330121165501988,-0.758660805981849
ENSG00000025796.14,0.000424323896397474,0.916202028146629
ENSG00000026751.17,1.76287830876947e-05,-1.90765926019852
ENSG00000028116.18,0.00493286361625011,0.721108169930304
ENSG00000028528.15,0.0183216904553968,-0.256161739451224
ENSG00000029153.14,0.000358943766746721,1.1079250840564
ENSG00000030110.13,0.00311844035010472,-1.17575233040418
ENSG00000031081.11,0.00500407259162637,-0.896705553251277
ENSG00000031698.13,0.000958361132186013,-0.589278671685411
ENSG00000032742.18,1.05724668255762e-06,1.14621242195076
ENSG00000033178.13,0.00812752556060319,-0.529653149956148
ENSG00000033800.14,0.0106426414837487,0.369178670319428
ENSG00000034053.15,0.00113681692064215,0.882373791965274
ENSG00000035141.8,0.00368246684638889,-0.800413286717266
ENSG00000035681.9,0.0117443141970448,-0.628945091526231
ENSG00000036257.13,0.00199028058159588,-0.39790829936944
ENSG00000037241.7,0.00233286538920164,-0.963334622476289
ENSG00000038210.14,0.0052084930002986,-0.90409474539301
ENSG00000039319.17,0.0149205108711944,-0.751436651343704
ENSG00000040633.13,0.000200121809034279,-0.779867195055579
ENSG00000041802.11,0.000196415660134685,-0.943141486700382
ENSG00000042493.16,2.44455764995818e-05,-1.33595391780336
ENSG00000043462.13,2.66023508443238e-06,-0.794232449014092
ENSG00000047188.16,0.00107092881147969,0.706628649340421
ENSG00000047410.14,0.0104193239583756,-0.321819267125827
ENSG00000047579.20,0.000101624241346241,-1.02737110596717
ENSG00000047849.22,0.000241065665695702,-0.754246726173203
ENSG00000048140.18,9.39622255557589e-05,-1.68602389242014
ENSG00000048162.21,0.00098622026802706,-1.24862217187966
ENSG00000048544.6,0.0154827352519491,-0.643403185300834
ENSG00000048649.14,3.46460878666142e-06,0.783681922928448
ENSG00000048991.17,6.53955285913901e-06,0.741219471943984
ENSG00000049130.16,0.000127047018292862,1.44680526340564
ENSG00000049541.11,0.00162106063351412,-0.836237631116994
ENSG00000049656.14,0.00289099411131756,-0.756906736946831
ENSG00000050130.18,0.000872756059703758,1.51345252544098
ENSG00000051128.19,0.000534527881869738,-1.49358866748576
ENSG00000052749.14,0.00408884431318329,-1.02206788886854
ENSG00000054116.12,0.000979325773629346,-0.885078071990564
ENSG00000054118.15,0.00227035875339948,-0.384753649484041
ENSG00000054965.11,0.00309454556041067,-0.572959400368098
ENSG00000055070.17,4.7268928030746e-06,-0.58806121582211
ENSG00000055118.17,0.00339272340595936,-2.72498560464325
ENSG00000055130.17,0.0196814364600369,-0.495939279799621
ENSG00000055950.16,0.00858444201613584,-0.857636888506129
ENSG00000057019.16,1.00384148069972e-06,1.97821022732629
ENSG00000058091.17,0.00116207315875282,0.779496474563023
ENSG00000058799.15,0.0043477723408524,-0.990998823577446
ENSG00000059758.8,2.36201636694148e-08,1.09239414961228
ENSG00000060069.18,7.45479463376314e-05,-0.911421297148733
ENSG00000060339.14,3.28048584883135e-12,1.08165481562939
ENSG00000060491.17,0.00108895433599029,-0.824899776903007
ENSG00000060971.19,7.56887866588092e-06,-1.23015685822691
ENSG00000060982.15,0.016296513978427,-0.719918931435324
ENSG00000061273.18,0.00777632252756775,-0.634557370165283
ENSG00000061794.13,0.00179338402219913,0.562224879672495
ENSG00000062194.16,0.000228556889307034,0.611403792405729
ENSG00000062598.18,0.0190180966449649,-0.464474323674977
ENSG00000062822.15,0.0167753488291662,-0.72408672413776
ENSG00000063241.8,0.00249363468103408,-1.16152077010891
ENSG00000063245.15,7.38265400697857e-05,-0.688988899106753
ENSG00000063978.16,0.0030694671315183,-0.487045476520121
ENSG00000064012.22,0.000658104053258188,-0.778633938039104
ENSG00000064490.14,0.000853721766946537,-1.06565852355999
ENSG00000064652.11,0.000869197891315664,1.22233992498498
ENSG00000064703.13,0.0113870144453915,-0.694557782270068
ENSG00000064932.16,1.75570601330505e-07,-1.58259140903952
ENSG00000064933.18,0.000528131022796456,0.917110961233421
ENSG00000065000.19,0.00183450369728823,-0.597936243119698
ENSG00000065150.21,0.00902300099788534,-0.505863304797529
ENSG00000065243.20,1.84251828359345e-08,1.27397995962618
ENSG00000065485.20,0.00629643354279227,1.4310699099686
ENSG00000065989.16,0.0022140393778897,-1.21032107339588
ENSG00000066084.13,0.00196424642768146,-0.604312924547934
ENSG00000066117.15,0.0127791067713864,-0.668648335093946
ENSG00000066136.20,0.000789567622906937,-0.484576181154779
ENSG00000066379.15,0.0119576913763702,-0.954167619059234
ENSG00000066455.13,0.00543491249868064,-0.565762269262825
ENSG00000066777.9,0.0120993674558646,0.390407195789653
ENSG00000067191.16,0.00236078477925879,1.20060909431085
ENSG00000067208.15,1.67764080692217e-05,0.817932442784768
ENSG00000067596.12,0.00314514037294438,-0.589670040017852
ENSG00000067836.13,0.00319853244949034,-1.11531125341042
ENSG00000068024.17,0.000507574759328365,-1.00780882361455
ENSG00000068079.8,8.86868703571019e-05,-1.83923490711248
ENSG00000068120.15,0.00391298763125669,-0.70652262268759
ENSG00000068654.17,0.0113154329737173,-0.66586041122885
ENSG00000068885.15,0.0019611158382833,0.8422645131427
ENSG00000069329.18,0.0112836563681262,-0.390530308441893
ENSG00000069424.15,0.000498683970292396,-0.752899621114343
ENSG00000070761.8,0.00515581059714922,-1.1370565242762
ENSG00000070770.10,0.00245711969980221,-0.552492010367
ENSG00000070831.17,2.89025195720887e-05,0.760555132054821
ENSG00000071189.21,0.000556465038627419,0.757924537532825
ENSG00000071242.12,0.00770504549235566,-0.945287708253454
ENSG00000071539.14,0.00169061832033595,-2.03850286379563
ENSG00000071626.17,0.00795353885317785,-0.658993180758802
ENSG00000071994.11,0.0028933658101577,-0.631903351381818
ENSG00000072062.15,0.000234617097364004,-0.62804204796488
ENSG00000072364.13,0.00985097301086182,-0.321032848443731
ENSG00000072518.22,5.19315693787166e-05,-0.819166423984671
ENSG00000072609.18,0.0215563717357669,-0.512646858835108
ENSG00000072756.17,0.000103338827534561,0.87260507307212
ENSG00000072778.20,0.000120498814634381,-0.781572079882046
ENSG00000072786.13,0.00364280187795395,-0.698153956494071
ENSG00000072958.9,0.0100811237501528,-0.492871399389747
ENSG00000073111.14,0.000179328126531864,-1.40014339239024
ENSG00000073331.18,0.0018112058164925,-1.14852864718158
ENSG00000073737.17,0.000781455363743171,-2.30884876254103
ENSG00000074071.15,1.47721581462775e-06,-1.17614697826609
ENSG00000074356.17,0.000100871974344563,-0.613375659877227
ENSG00000074800.16,3.2591803875869e-10,-0.906704405421458
ENSG00000075218.19,3.34941492409416e-05,-2.43731825294524
ENSG00000075239.14,0.00454674749398522,-1.01108154105255
ENSG00000075785.14,0.00034537781825615,-0.48681389917996
ENSG00000075914.13,0.0014811115023657,-1.37334180825039
ENSG00000076108.12,3.10966737683795e-05,-0.496047759461828
ENSG00000076242.16,0.0222904450603984,-0.569167874987058
ENSG00000076650.7,8.57405489053417e-06,1.04575613377834
ENSG00000076685.19,0.0124107239549915,-0.455816249075151
ENSG00000077150.20,0.00316382866543574,-0.884061126687084
ENSG00000077514.9,0.00121488162792008,-1.03758731618338
ENSG00000078070.13,0.0164362389130688,0.593423271215273
ENSG00000078403.17,7.04830015322831e-05,0.795713076854108
ENSG00000078687.17,5.90627050425858e-11,1.36536690348806
ENSG00000078747.16,0.0098908527841905,0.304596460530852
ENSG00000079277.22,0.0132611478554213,-0.70681844135057
ENSG00000079332.15,7.27450662400178e-05,-0.603711093535409
ENSG00000079335.20,4.48139157031277e-07,1.1381610718718
ENSG00000079337.16,0.0121752743332981,-1.47271188167352
ENSG00000079387.14,0.00612209756857502,0.55679251917063
ENSG00000079459.13,0.00352488801419209,-0.533445175018234
ENSG00000079805.19,2.31940692545865e-05,-0.747570401250319
ENSG00000079999.14,1.46238989734402e-06,-1.41005825551332
ENSG00000080839.12,2.75062919061953e-07,1.16128821421371
ENSG00000080845.19,0.00746382501547807,-0.528378582149243
ENSG00000081041.9,0.000773039439764047,-2.47927894463759
ENSG00000081181.8,0.00474357932094367,1.43602792265994
ENSG00000082515.18,0.00757173281673782,-0.915322865310167
ENSG00000082898.19,3.25913312296698e-05,0.919939209767556
ENSG00000082996.20,0.00104972970397786,0.751277687525751
ENSG00000083520.15,0.00152135962048536,0.574730484437499
ENSG00000083535.16,3.79975398398856e-07,1.18445985721463
ENSG00000084110.11,0.00488004395502817,-1.31297542101773
ENSG00000084623.12,4.04175245624961e-05,-0.821000998023284
ENSG00000084674.15,0.00448665575302998,-3.03385017049209
ENSG00000085365.18,0.000783536980352282,1.31678013638956
ENSG00000085491.17,0.000688687432334912,-0.797863928695397
ENSG00000085644.14,0.00016648748273029,-1.38663140109411
ENSG00000085840.13,0.0001078944702803,-2.41670544745603
ENSG00000085999.13,0.0117944402375091,-1.86979047159735
ENSG00000086189.11,0.00139752627966046,0.908216710935667
ENSG00000086475.15,0.0063099241767546,-0.930836606946666
ENSG00000086504.18,0.000165507386857903,-0.950403022855856
ENSG00000086589.12,0.00115429504991778,-0.652769034960467
ENSG00000086598.11,7.80955057962367e-06,1.11729641775961
ENSG00000087088.20,0.00262009835959304,-0.723367772503312
ENSG00000087157.19,0.00315704273240021,-1.21210300154432
ENSG00000087191.13,7.83717503142522e-06,-0.755992126120918
ENSG00000087365.16,2.09494543711239e-07,-0.712389562066784
ENSG00000087495.17,2.75278590594969e-06,2.13806029045189
ENSG00000088038.19,0.00720455505978239,-0.455227829842323
ENSG00000088247.18,1.43749402744812e-06,-0.758470667302125
ENSG00000088298.13,0.00709886309434145,-1.12382788751905
ENSG00000088832.18,0.0083997297271251,0.633882361061152
ENSG00000088833.18,0.00374920135672954,-0.544333224829123
ENSG00000089050.16,0.0189067067602502,-1.08357079523642
ENSG00000089123.16,0.0126899040853189,0.83909291142588
ENSG00000089127.15,0.000173529130920792,-1.5883532298864
ENSG00000089195.15,0.00116963330794965,-1.03067512786644
ENSG00000089234.16,0.00045360125976052,0.509197965297893
ENSG00000089280.19,0.000607999625215778,-0.722213633577403
ENSG00000089693.11,0.000513638270997486,-0.78891245889712
ENSG00000090061.17,3.52516680097173e-05,-0.689829169844921
ENSG00000090263.16,0.0199755898400842,-0.736803394439281
ENSG00000090273.14,0.00311330844904731,-0.478978790558384
ENSG00000090615.15,0.0132508500097205,-0.583652225709422
ENSG00000090686.16,1.99654216142168e-09,1.08760992964855
ENSG00000090861.17,0.0025991907035137,-0.611787941177479
ENSG00000090905.19,3.86566667961722e-07,0.769906171536742
ENSG00000091106.19,1.94278748867221e-06,-2.02781669839344
ENSG00000091127.14,0.000892509964367999,0.848928646452153
ENSG00000091164.13,0.0145988652528663,-0.376189871034403
ENSG00000091317.8,0.00303191526214191,1.11885763494645
ENSG00000091409.16,0.00130446743851844,0.985627931819145
ENSG00000091583.11,0.00327951816670982,-3.24669042392458
ENSG00000092036.19,3.39618891884505e-05,-1.60566245615941
ENSG00000092108.22,0.000146828612012399,0.744374670710118
ENSG00000092201.10,0.0146005674170234,-0.399004432931326
ENSG00000092203.15,3.37099149027084e-05,-0.623087743511699
ENSG00000092439.16,2.29685519497128e-06,0.963104679279015
ENSG00000092871.17,0.00643686506587183,-0.589158412593595
ENSG00000092969.12,0.000905029467045609,2.00958701654421
ENSG00000093009.11,0.00206669988507908,-1.99618409115029
ENSG00000094804.12,6.07036928175027e-05,-2.1025101975278
ENSG00000094975.14,1.75717736473837e-05,0.947574940005071
ENSG00000095139.14,0.000107408371694576,-0.411526066249279
ENSG00000095261.14,0.000167639124825041,-1.03816321743041
ENSG00000095380.11,1.03356677801195e-06,-1.34351207280549
ENSG00000095383.20,0.0192053877726504,-0.927923126112135
ENSG00000095794.19,4.66622336631305e-05,0.87841125531975
ENSG00000096060.15,2.37626512298694e-06,-1.60082716310894
ENSG00000096872.17,2.79274808385018e-05,1.35871992514249
ENSG00000097007.19,0.0131039003605051,-0.624148816198904
ENSG00000099194.6,0.012888429684532,-1.30113732529792
ENSG00000099385.12,0.00465630675841813,-0.884058750118732
ENSG00000099795.7,0.00127501886002162,-0.81944372679851
