"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_auc"
"ENSG00000233117.4",0.986676751558392,2.72864269789443,0.587214711190793,4.64675466382833,3.37197791944675e-06,5.49036852530813e-05,0.626194144838213
"ENSG00000224382.2",0.597855528183618,2.76994384249573,0.606124654484062,4.56992439097124,4.87900205708323e-06,7.46156728145754e-05,0.669029275808937
"ENSG00000230096.1",0.47906577648454,2.40667890973929,0.866527123934255,2.77738439255352,0.00547983300823488,0.0206318063305378,0.622804314329738
"ENSG00000231298.7",0.366080355700136,2.11124396962712,0.812221462960735,2.59934521051826,0.00934017916712021,0.0308963450351916,0.595223420647149
"ENSG00000225269.3",0.286671328838149,2.33728702562532,0.860545293991173,2.71605346278181,0.00660652486569176,0.0237045407747762,0.605238828967642
"ENSG00000264006.8",1.26316330492788,1.23975548160697,0.415744722092718,2.98201135390596,0.00286361378649205,0.0125758666316728,0.485824345146379
"ENSG00000198610.11",0.361493121036817,1.28562383328096,0.539103677993136,2.38474320573514,0.0170910468373004,0.0484249812795144,0.528197226502311
"ENSG00000215267.8",0.427522954562419,1.32154884007551,0.513864840538557,2.57178295890114,0.0101176298324124,0.0327805697651556,0.514791987673344
"ENSG00000205488.9",0.933264964523139,1.77466583952314,0.559885782969755,3.16969262928937,0.00152600270618834,0.00768490149132972,0.554083204930663
"ENSG00000287566.1",0.565396623764778,2.18255919356995,0.752614303521272,2.89997038769841,0.00373197915227604,0.0154885248299383,0.59075500770416
"ENSG00000242147.3",0.681393891045944,2.54346445083719,0.56252966169371,4.52147615323807,6.14098789808035e-06,9.01757404080425e-05,0.646379044684129
"ENSG00000057608.17",233.504598046015,-0.214171240859807,0.0671008922785745,-3.19177932792099,0.00141399316011138,0.00722364271571435,0.682896764252696
"ENSG00000232807.2",0.990932295698947,1.2686549866822,0.528902446554641,2.39865592406772,0.0164553689297598,0.0471424082852577,0.533127889060092
"ENSG00000065675.15",20.9726692613011,-0.363011392281712,0.143443278350293,-2.53069642897611,0.0113836324610078,0.0357283942812402,0.657010785824345
"ENSG00000223784.2",0.681848107320951,2.9397167308977,0.7378113263739,3.98437463049726,6.76580645849001e-05,0.000636744589130789,0.652388289676425
"ENSG00000238266.2",0.602522466078384,2.06699376325074,0.710170065924316,2.91056165618648,0.00360779776370511,0.0150941772210494,0.575346687211094
"ENSG00000287277.1",1.28365477070421,2.55772982530291,0.454002083570164,5.63374027975717,1.76342532807256e-08,7.3053800537335e-07,0.671956856702619
"ENSG00000198879.13",27.0334001522303,-0.464226431994281,0.120156334048342,-3.86352026858203,0.000111764615014576,0.000960046309157361,0.711248073959938
"ENSG00000165632.8",30.9582150592493,0.419360850741239,0.124895723993055,3.35768781615421,0.000785973267514792,0.00456282751442844,0.630508474576271
"ENSG00000270111.3",0.694416234546958,2.26167110467885,0.696289629433614,3.24817577208291,0.00116147496122706,0.00619469086063289,0.574884437596302
"ENSG00000229240.9",2.5940041838419,1.83608790248791,0.453586986289613,4.04792897059789,5.16728211819675e-05,0.000510527473277839,0.536825885978428
"ENSG00000237986.4",0.861521853011905,2.61871852931878,0.602159650402504,4.34887745727954,1.36836142240683e-05,0.000173577707177595,0.619722650231125
"ENSG00000148429.14",22.6631398372269,-0.268680130766518,0.0946442511158231,-2.83884258788962,0.00452774867559899,0.0178524159705258,0.638520801232666
"ENSG00000065665.21",0.991716178477984,1.18949687509612,0.425757929124056,2.79383375793697,0.00520872478971687,0.0198599048193666,0.558397534668721
"ENSG00000165609.13",14.7839997030541,0.346080254832008,0.122856152988357,2.81695500318007,0.00484813173990493,0.0187799652632329,0.615100154083205
"ENSG00000065328.17",8.53859647693812,0.638388573205388,0.168479637348714,3.78911412234387,0.000151185453338396,0.00122270660247698,0.668875192604006
"ENSG00000165626.18",6.85812301466062,0.750432980179679,0.208378997688601,3.60128894228159,0.000316643422305119,0.00218800688381965,0.679815100154083
"ENSG00000151474.23",17.0726100975433,1.00414035952497,0.164643930112265,6.09886048541408,1.0682725472541e-09,7.57981350466311e-08,0.77442218798151
"ENSG00000065809.14",140.405116742994,0.321240293211597,0.101737838260578,3.15753016482239,0.00159111773888535,0.00792944915070405,0.590446841294299
"ENSG00000152455.16",4.94890834425955,0.529395289816955,0.173986233111937,3.04274240753497,0.00234432915524657,0.0107777394104769,0.661941448382126
"ENSG00000152463.15",1.15349212137191,2.1370898517943,0.591712541164043,3.61170281703025,0.000304193044813125,0.0021193140764495,0.610477657935285
"ENSG00000152464.15",4.55774052319815,0.535162728229149,0.180390936269401,2.96668302353019,0.00301031132681108,0.013055486360538,0.627734976887519
"ENSG00000226140.6",0.325066559512272,2.53634316131073,0.808240661410575,3.13810388713208,0.00170044597060858,0.00836390689507303,0.630354391371341
"ENSG00000287925.1",0.437179218926624,1.98193265142275,0.761748644162641,2.60181972965822,0.00927305817152697,0.0307559170315327,0.566409861325116
"ENSG00000107611.16",2.83377381246885,1.53142929622931,0.307522287171487,4.97989693792608,6.36181429845693e-07,1.4022936395818e-05,0.695531587057011
