"ENSG00000184640.20"	"ENSG00000164104.12"	"ENSG00000167658.16"	"ENSG00000089327.15"	"ENSG00000103653.17"	"ENSG00000123144.11"	"ENSG00000178209.16"	"ENSG00000026508.20"	"ENSG00000105373.19"	"ENSG00000244642.3"	"ENSG00000108518.8"	"ENSG00000104964.15"	"ENSG00000148773.14"	"ENSG00000137710.17"	"ENSG00000106948.17"	"ENSG00000096060.15"	"ENSG00000104529.18"	"ENSG00000124942.14"	"ENSG00000184863.11"	"ENSG00000180596.7"	"ENSG00000127184.13"	"ENSG00000204628.12"	"ENSG00000133112.17"	"ENSG00000201822.1"	"ENSG00000124172.10"	"ENSG00000172493.23"	"ENSG00000168918.14"	"ENSG00000286522.2"	"ENSG00000204469.13"	"ENSG00000187514.17"	"ENSG00000143401.15"	"ENSG00000137497.18"	"ENSG00000105698.16"	"ENSG00000156265.16"	"ENSG00000019582.16"	"ENSG00000152818.18"	"ENSG00000196205.8"	"ENSG00000187837.4"	"ENSG00000147677.11"	"ENSG00000111640.15"	"ENSG00000076928.18"	"ENSG00000163563.8"	"ENSG00000198160.15"	"ENSG00000265972.6"	"ENSG00000118680.14"	"ENSG00000198604.11"	"ENSG00000150593.18"	"ENSG00000184357.5"	"ENSG00000189060.6"	"ENSG00000196531.14"	"ENSG00000103187.8"	"ENSG00000124795.17"	"ENSG00000072786.13"	"ENSG00000138772.13"	"ENSG00000198624.13"	"ENSG00000058272.19"	"ENSG00000197043.14"	"ENSG00000065978.19"	"ENSG00000169564.7"	"ENSG00000116539.14"	"ENSG00000123416.15"	"ENSG00000034510.6"	"ENSG00000026025.16"	"ENSG00000165757.9"	"ENSG00000090376.11"	"ENSG00000184922.14"	"ENSG00000135821.19"	"ENSG00000115993.13"	"ENSG00000100906.11"	"ENSG00000134516.18"	"ENSG00000197694.18"	"ENSG00000065000.19"	"ENSG00000117724.13"	"ENSG00000099331.14"	"ENSG00000196498.13"	"ENSG00000131149.19"	"ENSG00000100353.18"	"ENSG00000170004.18"	"ENSG00000134333.14"	"ENSG00000187239.17"	"ENSG00000114942.14"	"ENSG00000087086.15"	"ENSG00000122862.5"	"ENSG00000185811.19"	"ENSG00000173020.11"	"ENSG00000172081.14"	"ENSG00000270647.6"	"ENSG00000104894.12"	"ENSG00000204472.13"	"ENSG00000201098.1"	"ENSG00000130592.17"	"ENSG00000084070.12"	"ENSG00000119801.13"	"ENSG00000096384.20"	"ENSG00000168298.7"	"ENSG00000185201.17"	"ENSG00000186517.14"	"ENSG00000079246.16"	"ENSG00000159256.13"	"ENSG00000171608.16"	"ENSG00000143321.19"	"ENSG00000148180.21"	"ENSG00000081320.11"	"ENSG00000134954.14"	"ENSG00000167978.17"	"ENSG00000131018.25"	"ENSG00000121691.7"	"ENSG00000131016.17"	"ENSG00000174718.12"	"ENSG00000065613.15"	"ENSG00000198771.11"	"ENSG00000148730.7"	"ENSG00000166750.10"	"ENSG00000005810.19"	"ENSG00000055163.20"	"ENSG00000119314.16"	"ENSG00000158195.11"	"ENSG00000155096.15"	"ENSG00000183283.16"	"ENSG00000167996.16"	"ENSG00000144028.15"	"ENSG00000021355.13"	"ENSG00000169499.15"	"ENSG00000143545.10"	"ENSG00000187764.12"	"ENSG00000198830.11"	"ENSG00000163374.20"	"ENSG00000163737.4"	"ENSG00000135046.14"	"ENSG00000103769.10"	"ENSG00000196230.14"	"ENSG00000137460.10"
"cfrna_kd_218_trimmed"	8.11871814873488	7.84684922886793	10.0220192914021	7.82939638407481	7.05781559931229	7.6169044426404	7.01974336364417	6.82139488707987	7.94329151694355	9.08972058613583	8.19220997437104	7.70091122478561	6.96468007092515	6.61163240474217	7.93107261305896	7.33065944900493	8.44216013315566	8.54989722974629	7.03509404698361	7.70570320725621	8.61495064644457	9.22585906505828	11.5292094892427	8.47337180951748	7.94329151694355	7.20072122306184	7.24755081757446	6.86505041743965	7.57560617052819	10.7199475927759	7.55980812126442	7.08018201508806	7.69127908208958	7.46684812259617	8.82966484491147	8.16117154139469	7.45550530944129	8.03747907916028	7.53847017323481	9.16982239137856	7.07276531207564	8.30693133748023	7.18705541213886	8.75775057754906	7.68158197771257	7.08018201508806	7.18705541213886	7.93515711818117	6.21057081850489	9.5993952969647	9.49547182908444	7.65704915506567	7.93923006434494	6.0969521917785	7.3430285604305	7.10220430923962	7.12389298837741	9.37448829532273	8.16812700965109	7.09490112159384	8.09701270095788	9.80064114725839	9.62361502146352	7.35529195317109	6.96468007092515	7.40332368519044	6.89903831063448	8.66003528969677	7.05028176737363	7.26716164188356	7.43254729074883	7.21425795064735	6.69153059888396	7.59123242567493	7.0875604865454	6.98062999907849	7.21425795064735	7.51134420083651	7.13817173763446	7.3430285604305	8.49565399073859	10.0152905786353	6.67197283066677	7.40921619189879	7.69610321902219	7.66198932476636	8.10790632182446	6.794545621913	8.79190747572975	10.191904255978	8.08603603670392	7.55450326923457	7.2992618965732	8.39847903663573	8.17504904738944	7.5222561309287	8.78514053304236	7.07276531207564	6.97267727927919	7.01200580126038	7.63209039737706	7.02743929578894	7.78481485054261	8.47897473788548	7.92697648302398	7.28008809063797	6.16903494011453	6.31568540237399	6.94041641907975	6.92400871032451	7.48369610898759	7.00422615189341	7.84684922886793	6.59093599623745	7.07276531207564	6.78548234453049	6.80355165597695	6.48267040864569	7.44980012610507	12.0705045132448	6.94041641907975	7.20750556867955	7.3613845697663	7.70091122478561	7.93107261305896	7.79384237286441	7.43832130103746	9.96828545235743	7.43254729074883	7.96342862674682	8.29109141846883	6.25091416050032
"cfrna_kd_219_trimmed"	7.75741316914433	8.5375709087748	10.0636203860418	7.49453505236889	7.31462315601745	7.26879885083293	7.38072676328031	6.92879132505137	7.7982494804093	8.49849331894646	8.67971631229953	6.89895828964662	7.52406981571884	6.59799922604664	8.15952968225338	7.8301038604356	8.57561682869013	7.92164223827841	6.44063687494583	8.26228073538463	8.74793992710358	9.10081268483424	11.7010115522767	8.41700784959124	8.32506252897725	7.5999837516132	7.47450232832865	7.23344332263057	7.31462315601745	10.439844485513	7.28039291891064	6.72269984648001	7.48455361751922	5.79115454692082	7.86126819306818	7.57198390899812	7.41267073746582	7.63648801464462	7.5999837516132	9.96319707475624	6.5792572622028	9.34608321070983	6.91395268751752	8.83676841697986	7.89177181805658	8.01464971397156	7.184903866698	7.97958517977211	6.21558366739306	9.88205965298113	9.83384059038553	7.80627944555966	8.08231616692579	8.16578109435432	7.57198390899812	8.04888043865645	6.78934135899487	9.73648223142144	7.92901396552819	6.54101446130278	8.41700784959124	9.10081268483424	9.4000715170428	7.54342761649972	7.5999837516132	7.26879885083293	7.50444760135056	8.46847363740783	7.50444760135056	7.26879885083293	6.92879132505137	7.13466230857893	7.121821656079	7.57198390899812	6.78934135899487	6.85300659919234	7.14738885839914	6.95801415166287	7.94364510259502	7.28039291891064	8.53274376554882	9.71534493965095	7.44391933647561	7.86126819306818	8.24467265682019	7.71538342941743	8.06903490442759	6.44063687494583	8.8328473060667	10.141747969511	8.56146704351279	8.22085530830141	7.121821656079	9.03749259086958	8.20273022861518	8.41700784959124	9.10731903424234	7.02855993166956	6.33259289368631	7.74074838018876	8.1278589751433	6.98665145390819	7.97246859791047	7.68085213739146	7.87660083387945	7.48455361751922	6.91395268751752	5.97671288724458	7.20937907149259	6.78934135899487	7.68085213739146	7.25711027726558	6.08793981273225	6.44063687494583	7.49453505236889	7.02855993166956	6.59799922604664	7.04226093706236	7.49453505236889	11.0572481274586	6.85300659919234	8.3472305342059	7.19719371946531	8.05562999029126	6.44063687494583	8.793038224934	6.35487279490548	8.89434022019185	8.70568001504257	6.72269984648001	8.32506252897725	6.11441561897829
"cfrna_kd_179_trimmed"	7.21817763195481	8.14084504016654	9.01426013450074	8.82423134364583	7.19458317147353	7.20878640765699	6.77137623683722	7.57843549281201	6.50480589160691	9.36288068777207	8.06108572651638	6.82781863506351	6.39243441297948	6.21460823067535	7.71882628790557	7.65639272663679	7.55271707847531	7.5151590429586	7.57296302263424	7.91459221688088	7.3132407863844	7.8706935699552	10.472339809723	9.57721098764314	7.60011932665364	7.72870001889165	6.7904396830706	6.2381033834747	7.00130638297329	11.0881670331198	6.2748980919553	6.56152926471665	8.96991527814183	9.25387710211582	8.06498566445463	7.5674696317579	6.20509910039021	7.66327449712521	6.30632330252017	9.28260744348807	6.56892391518513	9.33087404618157	7.12886647582808	9.2920584251305	6.89976139481812	7.36908047311933	6.7904396830706	7.26649684035506	6.60892024882663	8.71106125555169	9.63427094734871	7.24138998286759	7.22750772569922	7.21348971147439	6.93441765866152	7.17301082337676	6.40490998826017	8.81114171185061	8.47951497792584	7.28894595388297	8.15432928746865	8.05847988675362	8.40663113355898	6.20032029278894	7.02827883176799	8.07662249465859	8.10720195363201	8.39944461205053	7.35638591962645	6.8185653299891	6.60892024882663	6.87618104291784	6.31517473530888	7.4228285670912	6.73246689016848	8.27257204595471	5.96641778653131	7.38791420956682	6.20032029278894	6.60173144868339	6.97935605878415	9.80123976162435	9.05923675790067	7.1511086958965	7.5965279986993	7.32197423706532	6.6443287596005	6.97935605878415	7.12886647582808	7.16574725581693	8.29929754838354	8.02550258585463	8.92773459316671	7.86920696523348	7.68033616996213	9.21465735367262	8.39738471944523	6.58359867723925	7.93035867664036	6.90850460378372	7.79441496662706	7.4449759884262	7.70054646336028	7.17783282415139	7.99038552186604	7.75631297361798	5.37435152126832	5.45076414018103	7.9613827141176	6.90850460378372	7.21583558829897	6.52396681131534	5.99442777904778	7.106273354909	6.33706330472985	6.54287232655727	6.86424320169361	6.92869968378246	7.70888429283066	13.2561856422145	6.13666833070374	7.69216000382913	6.46568906265983	6.2839484663809	9.48521408754894	6.94295194538332	7.35425919957408	12.4010055497637	6.34140056456618	9.49391177361138	7.3457206581858	6.60533039497104
"cfrna_kd_206_trimmed"	8.07013049105936	8.29083499772371	10.1992031325384	7.27685146629006	7.44649204072192	7.58662717519521	7.04261840917684	7.04685344791329	7.83888610640295	7.99127002593865	8.67987281854727	7.20294834913034	7.07615288407723	5.91089780249378	7.88207098916352	6.95967432840093	8.40043738846322	7.91015728693262	6.69365110640608	8.01732270946589	8.21409338031808	9.3189328268556	11.3405973585685	7.68478723470888	8.05134205226463	7.45923526282039	7.16451690432081	7.31943156816003	7.95128497527875	10.3955330515853	7.31593110772062	6.90935842203784	7.42716261003015	6.95065677779457	8.07427261203508	7.4906072009061	7.45606004368968	7.73015047850503	7.36078417140873	9.87734937372764	6.88588826216545	9.5556489944431	6.65522516806149	8.94128769114586	7.81184271647071	7.37430771748521	7.38770501968179	8.15470704681176	7.33334861835654	9.53477765716607	9.87497904160659	7.71960480256165	8.33118982683765	7.298299518143	7.22178436506712	7.18386146855053	7.21051248658486	9.49055888785968	7.87258573509297	6.70444204191424	8.44428691034922	9.00121253319852	9.18755312305477	6.7204766271597	7.19534407634212	7.51522052576835	7.66017915599912	10.5371752543463	6.91400652481818	7.45923526282039	6.99956383551964	7.05948387266551	7.20673540810354	7.93997800732146	7.19915125643117	6.9324491608548	6.95517266485521	7.44649204072192	7.30184321673166	7.47186639386023	8.39050913916475	9.64600359483075	8.10293853947533	7.67935505666334	8.19520272924944	7.72752130072615	7.78428119162578	6.76237345774757	8.67442905414928	8.79972026821392	9.1429301701302	7.5543389930381	7.59242059790268	8.44907772038438	8.22344660075431	8.14095142953964	8.96154062659513	7.02555176875947	6.57511043521899	7.58952680594287	7.59242059790268	7.73015047850503	7.73539445759014	8.22344660075431	7.73800929387072	7.01261682592399	7.35055721431091	5.45608352437351	7.32640696880661	6.92325760246182	7.75101263356667	7.21803691288657	7.29118574651009	6.70444204191424	7.5543389930381	7.11699546661002	6.9686353446368	6.66077853590009	7.5303924047325	11.759716378684	6.9324491608548	8.41846338601457	7.14095326312998	7.61251561652811	6.79804924777503	8.20278874722354	6.99956383551964	10.2067622946931	7.67935505666334	7.51522052576835	8.36030719920006	8.06181032806595
"cfrna_kd_207_trimmed"	8.76246924122433	7.76041117700564	10.5481391589723	6.92011032589209	7.578467861007	7.84342066110982	7.83443040773173	7.50666224765932	8.58641529420691	8.84079848607359	8.48674317166355	8.31007619903079	6.92011032589209	6.17511351165109	8.41323323261295	6.67911591368913	8.897951238292	9.48472431145768	6.81391480442587	7.92613800320734	8.4838736580896	9.5978202106542	11.5099781617928	8.7600997575073	8.35159981503648	6.87681805882166	7.65198378337756	7.06592762424226	7.61043620133208	10.2578972287138	7.30641797778028	7.41908748246802	7.44887645357264	5.83372070034331	8.64922890913872	8.19194083002032	7.91765145963435	7.40091282196203	7.87883024045227	8.99785737857931	7.363858198789	7.47805996560699	6.33833254149048	8.48674317166355	7.53470609693029	6.97038666646796	7.56765173659444	7.52914095265139	6.77668419650903	9.74881706208465	9.36978944677092	7.70721923207001	8.3858239658581	5.57042350158022	7.54577212819738	7.363858198789	7.62615761207481	9.60443766087517	7.8071175717552	6.63813580865915	8.01235020287363	9.49757945909472	9.31112355595052	8.38889531544222	6.05470587552135	7.65198378337756	6.84121355214455	10.6158554559924	5.92292496866584	7.62093622521869	8.23695837739373	6.72873534513617	7.63136010046756	7.79326419979959	7.64170892760266	6.92011032589209	7.56221298982328	8.31331316066786	6.46125937235326	8.02029786698577	8.49531758788402	9.12297734981964	6.4961473677614	8.23695837739373	8.19194083002032	7.65709380215908	8.04777417402032	7.363858198789	7.74609829855001	10.2273568287753	8.54846868581326	7.18413808093461	6.94546958229716	8.56485400620665	7.60515728306263	6.92011032589209	9.11372888255853	7.47805996560699	6.79542100621175	7.50098717569154	7.23293820808202	6.02291103902767	8.03997716305987	9.13216687963227	8.05939108497689	7.67231577307708	6.54136789459157	6.56344886735568	7.44887645357264	6.70909459911185	7.68737826573006	7.29989141627702	8.00835985597683	7.24658129247242	8.11981297246085	6.89429276149868	6.89429276149868	6.32543048722852	7.32582136398964	10.9093798472506	7.30641797778028	6.75769782602294	7.53470609693029	7.90052674518798	6.08579284773804	7.57306997542708	6.94546958229716	7.31938268537825	7.40699664513826	6.03889901386216	8.58105513627072	8.82501607572329
"cfrna_kd_228_trimmed"	8.35204757984773	7.87718309603348	10.2694857782828	6.90916948513695	7.50326682212649	7.67796370046372	7.61203228416112	7.00719304788522	7.65746807542981	8.63895025825179	8.22097754224612	7.603127537992	6.77236493564498	6.28187771554596	8.12356416694986	7.28663408071363	8.73405980916496	9.33911119338084	6.50266937477169	7.48592705859237	8.58216185400399	9.20629419892614	11.5014282993306	7.91363037181277	8.02442142469512	6.99359453029016	7.35193615112839	6.74009577397701	7.63492969369479	10.4225786748287	7.16830329201735	7.34767394720016	7.24368341730868	7.00176914787458	7.66433246713398	7.8184151898624	7.62616611115536	7.73775386372419	7.55221484827683	9.18500488074979	7.32617091665839	7.49365947510715	6.80703711492596	8.32741842365013	7.38973682061834	7.37305931949954	7.12658398512719	7.80760822105024	6.30424551039787	9.70378241604296	9.61813502857164	7.34125680819256	8.32957688256424	7.18990775496418	7.56327759097303	7.34125680819256	7.29993447984315	9.5655674513137	7.87865884978173	6.83784211870672	8.2611134102382	9.1915433587094	9.61901717202854	7.37724689824335	7.05771957464401	7.5995501336723	7.15615853303438	8.40622610720818	6.65260495209397	7.67796370046372	7.57243192249021	7.47620262564337	6.35652364457305	7.65229818605983	7.50135048668461	6.68350258715892	7.18513483580069	7.86978153873221	7.13155567986989	7.60133994892423	8.51642815225153	9.58149460783757	6.70707870088677	7.98249582509354	8.05736497908986	7.35830581295262	7.9336447283122	6.62810066990737	8.51548057552525	9.08191491011071	8.92024336534562	7.65057074972077	7.10904585393087	9.05674008648235	8.19042120673086	7.35406251489022	9.04693921279144	7.28885939683953	6.60316658369704	7.26192495386073	7.43462529275435	6.4516182118704	7.93648133576401	8.50406078886555	8.2611134102382	7.42454591518104	6.39449985889693	5.80264038931296	7.16102879841049	6.66985307638339	7.75232089618047	7.30434067896058	7.38558557806897	6.96321461215871	7.84734564619123	6.82867025985823	7.01797952702513	6.68010246427647	7.15615853303438	11.4188707187203	7.39594125928819	7.33481083975671	7.03134923770953	7.13155567986989	6.79138147474342	7.8168762987196	7.09129023508798	8.60372055523259	8.17609661978321	7.23908653702128	8.10855532819234	6.65607134860315
"cfrna_kd_177_trimmed"	8.54779392185259	7.21178644451837	10.3314875448595	7.71752436082159	7.50195818970686	7.27369661705366	8.28836188718872	7.76133504391586	7.78274989065199	8.46198417489112	8.32285428516762	7.29375323832311	5.59771999978024	6.55402859816541	8.35654014039735	7.15258597703188	8.46639820731472	9.74688265647386	7.06185807181123	6.86779022888801	8.05030331068921	9.19732571572089	11.2952806463357	7.77208232122996	7.9049474211327	7.00208637517966	7.14155441254125	5.67826624353475	7.22751643724	10.3034047987408	6.35706579360347	7.24307569046077	8.25812507054657	8.50552763346625	8.83054816956362	8.28836188718872	7.35706565808659	6.96498636486703	7.38069157646813	9.03747937578405	7.3759974058251	8.09661699156628	6.58707509582517	8.05910136389473	7.36656275045013	7.02028156376098	7.17439747367237	6.58707509582517	6.9898263563466	9.47422285233794	10.1939371339278	7.32332191367468	7.96236298417598	5.70919830018314	7.5815443537758	6.82698037572569	6.97123694226343	9.4465749145124	7.96860337287508	7.19588189848991	7.76133504391586	8.9217442241644	9.61896900970626	7.75412531685904	7.07351851930561	7.38537044402429	7.71381250425214	8.20627566811388	6.71207468968682	7.67233687338183	7.76133504391586	7.08508473781049	6.17259397179149	7.85191429822463	7.52757015725477	7.20120304935327	7.26356212616991	7.98408699700594	6.82698037572569	7.49764477608002	8.26066918836846	10.0247767705781	7.11923305989245	7.48462626447112	7.99329785198124	7.44035864274295	7.52757015725477	6.86106910973659	8.66186779641093	9.4764119600027	8.62286175054299	7.59371720307335	8.1079663358843	8.08804589064031	7.1797988552664	7.27369661705366	8.79765391524404	6.85431619324809	6.9397070705236	6.88776579235003	7.4131278143879	7.00208637517966	7.65308138813594	7.96236298417598	8.33255945264674	6.99596950463045	6.34742691479002	6.28816850138093	7.31353325494429	6.80612921316965	7.5733714559521	7.18517995167842	6.92689772796656	7.26863832465626	7.29872387312102	6.76348932447786	7.39468266873882	6.46787924008966	7.21704897928078	12.5493611730325	7.13043722331123	7.27369661705366	6.9397070705236	7.18517995167842	8.05030331068921	7.33788079990095	7.04418729694134	10.4757769903835	7.54857009296496	7.9049474211327	7.68755770676839	6.53721230018415
"cfrna_kd_226_trimmed"	8.60811730544437	6.82673882974378	10.7425540221887	7.32376620274183	7.73985878753948	7.62768170734032	7.44970551473876	7.7304443011578	8.56379693815384	9.07731632163387	8.14240598423084	7.72571384479437	6.01000479720793	6.18792953201758	8.1980699055087	6.85310667272939	9.06988044461909	9.60418447785021	6.84437141675706	7.31748434106936	8.54245912294383	9.49738632705149	11.6843000366699	8.65609069070562	8.19122843797474	7.36698557096384	7.73515924817758	6.15980144806862	7.43237666179727	10.4571751168142	6.44204091373643	7.26621374849056	7.77691230504521	7.86986667805736	9.57821712017601	8.32848835015023	7.98514404912935	6.94582449738183	7.77691230504521	8.85524628870822	7.32376620274183	8.28095431981648	6.53213736512199	9.41762482408892	7.63779125810965	7.06328258014948	7.56548396707122	6.62709435191836	5.91174003451389	10.1860396267937	9.9623953888413	7.29847199532213	7.97720924079796	5.00376121997273	7.29207813039098	7.02519170100586	6.96205433778044	9.49600001625752	8.27449627256648	7.14367667191316	8.0280205027557	9.4263847652416	9.41028400885646	8.42493800458588	6.34581698510771	7.44970551473876	7.06328258014948	9.54642630221654	6.79080602095621	7.56548396707122	7.96120718339463	7.1648410750463	6.35820945036131	7.89114082322882	7.54413841256721	6.86178878998441	7.6677002011375	7.92040594270404	6.39474753996683	7.8784141162577	8.81799955404473	9.83551714733313	6.62709435191836	8.20827155742912	8.00479179626739	8.03949580142593	7.98514404912935	7.61750054939845	8.90206223428008	10.0185056904779	8.55316751944563	7.59172758850613	7.33624800424617	10.0329158485096	7.32376620274183	7.2727237076296	8.83783821825893	6.96205433778044	7.0481676938378	6.90442461018045	7.3048374845204	6.6870479881893	7.86986667805736	8.62089749727624	8.68071278747035	6.82673882974378	6.43036496251426	5.78753119640073	7.15076627416497	6.63726378069387	7.57603899837177	7.06328258014948	7.23987426256528	7.15076627416497	7.51700262091805	7.25967410004492	7.59172758850613	6.66734287134376	7.63779125810965	12.1225482658416	7.2062544302918	7.05574509325844	7.43817621514028	7.94095114174897	6.71610340695163	7.31117485016493	7.27920424741696	9.51117663712768	7.21979713427611	7.4611429792785	7.85261795323929	7.28565563412106
"cfrna_kd_200_trimmed"	7.87329650065761	6.74719871806059	9.03787349865539	8.5050334340316	8.03312402297601	7.44074573566217	7.41226942044823	7.47418818911	6.51931222971562	8.87978804707055	9.12362125196374	7.49062183437933	5.60565277919306	6.6278952194656	6.84022724350275	5.99888834934541	7.40071883107338	8.92675124108809	7.34755905627436	7.83737423422045	7.07682018106198	7.78286254117129	10.4702610491334	6.85303523632138	7.92253053267082	8.02187472040382	6.37817005333943	5.50913698308938	7.44074573566217	11.5147152328186	5.71499930973728	6.99069063204325	8.89629714311301	8.92775538206924	8.41621658397722	7.64293191112145	6.55643695053093	8.22842802909203	6.63286446401078	10.2631632379516	6.30506704294599	7.71226642155461	6.91946899896507	7.64293191112145	7.9856606799932	6.77888746284475	7.16491095826876	6.02203124401713	7.82663588906824	8.4833371306217	10.8563432086638	7.2829427327427	7.2829427327427	5.45237100628255	7.18189714348741	7.30790288051008	5.60565277919306	9.55835827347049	9.1845334563181	7.37438506593697	8.8828979364021	7.78508313441399	8.68211572821375	6.26704366364793	6.89491710006331	6.75632477332163	8.41907659153339	8.1684923680632	6.26704366364793	6.81862174521231	7.12681687825292	6.76990520169316	5.3310408347719	7.81798712770909	8.33525569234703	8.3622559831569	6.04479626544275	8.99444676135958	5.76195099281714	6.51931222971562	6.96341344830268	11.0151864265857	9.33288416303362	6.75176905186708	7.24789738812884	6.60784267764119	6.77888746284475	6.95552340318849	7.23818901071285	9.62424714085098	7.30790288051008	6.93560559283085	9.22838273454204	7.08044985999886	6.76539275533781	8.10595365835344	7.58546111873702	6.71009837697406	7.63063226421726	6.26704366364793	8.5759368710005	8.98964668221603	6.62290854375873	6.68162465775711	8.12008774577938	6.6911793234313	5.40515866750815	4.98350678233189	6.68162465775711	6.54592863278767	6.86572931068995	7.20201828488746	6.14638832139849	8.00863846053137	6.42488478952835	6.49765350533527	7.83094084995511	7.48242851662725	8.21037753264139	14.0710253094772	6.67682316125853	8.13059800791399	7.69583408028345	6.67200540828818	9.97491408249724	6.50309928465342	7.2829427327427	12.9413119133054	6.34816920340552	9.64698091320161	8.26227230577462	5.0324739988921
"cfrna_kd_181_trimmed"	8.2012579051931	7.5047692923291	10.5959688069752	8.11580473507128	7.18351617458826	7.17185348274804	7.5047692923291	6.79182823636964	8.09747350031822	8.1723604785501	8.38121706130613	7.34794561943119	6.68066981670814	6.29385650058704	7.87873370506581	6.56904736780854	8.58786317572631	8.84009443895406	6.93695361713077	7.8823086007829	8.14881766868794	9.21196566763844	11.421384892871	7.53690538615353	8.00869953501893	7.42849766981162	6.99111214665545	6.73733299099384	7.5001191662418	10.8944448515462	7.09363952735565	6.83693592567217	7.39381103288244	9.28931784733313	8.4646059265725	8.18976841672056	6.95068684632826	7.44794871324262	7.71595035988189	9.36017293003757	6.84431713319228	8.22958693282191	6.99773994874312	8.37868987352414	7.33755111823313	7.00433717423054	7.5594274497751	7.67529915997629	5.80549439775596	9.78039198119344	9.26353568452124	7.5001191662418	7.84615356369129	6.68890394720773	7.36339753612435	7.3531147681164	7.17185348274804	9.32123950426805	8.06639310397494	7.00433717423054	7.76326185539696	9.10293987785919	8.86196556779139	7.24601772873472	6.51441356809746	7.25156684251014	6.8145603843428	7.95540023520263	6.37809382670943	7.25709456233455	7.32708076189159	7.39381103288244	5.60702630377774	7.45757630819917	7.32708076189159	7.44794871324262	7.05604739923639	7.21226426473328	6.7764696085855	7.41867242776826	8.5702547683306	9.32386802138254	6.93003718869012	7.52322070694186	7.73585297114173	7.09981000868014	7.57719432661847	6.6216565143091	7.81281853736589	8.84376274576432	8.15178165346043	6.79182823636964	8.13988893539444	8.52298232598691	8.13390554228315	6.51441356809746	8.43572242354471	6.95750428724758	7.4623660073991	6.923087116319	7.44311060007177	7.10595400970367	7.49545393680429	8.26011853854391	8.2518557102501	7.11816347991452	6.47678560399193	5.30937083090799	7.22360395854112	6.586801116812	7.62921387285092	6.97104238743057	7.62495010333064	7.48136663484047	7.2952032201119	6.89494366975986	6.90908470633222	6.97104238743057	7.54143813130723	12.9026985018828	7.49077350515197	7.5001191662418	7.14823935507459	7.08744233471934	8.31402505232702	8.05377062624383	7.55046094473412	10.5422515451129	7.51863002472999	9.08290553085363	7.88943185825027	4.30321489325725
"cfrna_kd_183_trimmed"	8.60462920718607	7.20720720123333	10.301656143316	7.43859733049127	7.89520679178453	7.39920763902609	8.16908367066202	7.86664405451326	7.77738742502572	7.54165842040611	8.25603538892888	7.12499699814747	5.50122680862443	6.32489735242546	8.10737750921038	6.65168260799041	8.43032204691588	9.71210031783802	6.93572613456333	7.08412632510757	8.35697203568984	8.8732119887986	11.3782808422219	6.83572065901871	8.12757306835227	6.949457743071	7.18419594667344	5.39451324429787	7.47061620909892	10.2896184378433	6.43370333868559	7.05903183136916	7.37909991496896	9.23684224398597	8.69667734324695	8.37566256897973	7.38918898853655	6.80581172124514	7.47061620909892	8.98252030921166	7.05480630063568	8.61610471963489	6.85044324706824	8.77810029017086	7.55067106786327	7.29929945397593	7.36893941607938	6.0180120098056	6.66842320257876	9.80586594241876	10.0453005268175	7.32756235084686	8.22638296891983	5.97331378759717	7.45469601250327	7.07163407611525	6.68496910800948	9.62890123122588	8.20943125293639	6.86017459850764	8.1415433062398	9.47439618514537	9.44575113601508	7.64904914044274	7.08826629760477	7.7463605666069	7.97318540542419	8.49079745743494	6.6794751550048	7.96647237618739	7.81026138554442	7.09239433168916	5.58811923166275	7.87383806729843	7.65463162736383	7.02918766453078	7.23732520454095	7.64063455052816	6.71212522181469	7.64624974638348	8.11952880095288	10.1060520136579	6.86984005381035	7.632170413991	7.93472415398713	7.74112372002604	8.03008982384573	6.87944050858952	9.26990138732664	8.39411374608659	8.35868122973328	7.52955293007343	7.89756162476183	8.93978618144139	7.4223160960345	7.93013097958083	9.24886787253564	7.02487293420753	7.18032455383372	7.30996340219866	7.19190749423293	6.25237117346322	7.80274149392416	7.98208768591007	8.28688628246881	7.06324492189204	6.22228132125456	6.10332819608851	7.24845829290403	6.949457743071	7.69039879715178	6.94489518535204	7.25583261188647	6.88421663564003	7.05056825541059	7.10470749226387	7.38583383785508	6.69589379748235	7.46744625798105	12.106878047322	6.75973821497522	7.27046843722643	7.13303298617182	7.17255024549926	7.2777307106433	7.43210697543333	7.22234530477241	9.84172956596887	7.8424008698465	8.25052185749561	7.35870646796275	6.82084457405043
